GroupID,SubjectNum,ProlificID,s8_gptbase_app,s8_gptbase_emp,s8_llama_app,s8_llama_emp,s8_mistral_app,s8_mistral_emp,s8_gptlow_app,s8_gptlow_emp,s8_gpthigh_app,s8_gpthigh_emp,s8_human_app,s8_human_emp,s9_llama_app,s9_llama_emp,s9_mistral_app,s9_mistral_emp,s9_gptlow_app,s9_gptlow_emp,s9_gpthigh_app,s9_gpthigh_emp,s9_human_app,s9_human_emp,s9_gptbase_app,s9_gptbase_emp,s10_mistral_app,s10_mistral_emp,s10_gptlow_app,s10_gptlow_emp,s10_gpthigh_app,s10_gpthigh_emp,s10_human_app,s10_human_emp,s10_gptbase_app,s10_gptbase_emp,s10_llama_app,s10_llama_emp,s11_gptlow_app,s11_gptlow_emp,s11_gpthigh_app,s11_gpthigh_emp,s11_human_app,s11_human_emp,s11_gptbase_app,s11_gptbase_emp,s11_llama_app,s11_llama_emp,s11_mistral_app,s11_mistral_emp,s12_gpthigh_app,s12_gpthigh_emp,s12_human_app,s12_human_emp,s12_gptbase_app,s12_gptbase_emp,s12_llama_app,s12_llama_emp,s12_mistral_app,s12_mistral_emp,s12_gptlow_app,s12_gptlow_emp,s13_human_app,s13_human_emp,s13_gptbase_app,s13_gptbase_emp,s13_llama_app,s13_llama_emp,s13_mistral_app,s13_mistral_emp,s13_gptlow_app,s13_gptlow_emp,s13_gpthigh_app,s13_gpthigh_emp,s14_gptbase_app,s14_gptbase_emp,s14_llama_app,s14_llama_emp,s14_mistral_app,s14_mistral_emp,s14_gptlow_app,s14_gptlow_emp,s14_gpthigh_app,s14_gpthigh_emp,s14_human_app,s14_human_emp,s15_llama_app,s15_llama_emp,s15_mistral_app,s15_mistral_emp,s15_gptlow_app,s15_gptlow_emp,s15_gpthigh_app,s15_gpthigh_emp,s15_human_app,s15_human_emp,s15_gptbase_app,s15_gptbase_emp,age,gender,native language,english,hispanic,income,education
2,54,5dd319faef419732324ad6cc,5,4,5,5,5,5,4,3,4,3,5,3,5,5,5,4,4,3,5,5,5,4,5,5,5,5,2,2,5,5,5,5,5,5,5,5,1,1,5,5,3,2,5,5,5,5,5,5,4,4,4,4,5,5,3,4,5,4,3,2,5,4,5,4,5,5,5,4,3,2,4,5,5,5,5,5,5,5,4,5,5,5,3,2,5,4,5,4,4,4,5,5,4,3,5,5,57,2,English,1,2,5,7
2,55,6539a45c2de366185e3fd515,5,5,5,5,5,4,3,3,5,5,4,5,5,5,4,4,2,1,4,4,4,3,4,4,5,5,2,2,4,5,3,5,5,5,5,5,4,2,4,4,4,4,4,5,4,5,5,4,5,5,3,4,5,4,5,5,4,4,4,3,4,4,5,4,4,3,4,4,3,3,4,5,5,5,5,4,5,4,2,3,4,4,2,1,5,4,4,2,4,3,5,5,2,4,5,5,41,1,English,1,2,11,6
2,56,611eb5db46ee495d60b16aae,4,4,5,4,5,4,5,1,4,3,5,5,5,4,4,3,4,1,5,3,5,5,5,3,5,4,1,1,5,3,5,5,5,4,5,5,4,2,4,2,5,4,5,4,5,4,4,3,5,5,5,2,5,3,5,3,5,4,4,3,4,4,5,4,5,5,4,3,2,1,5,3,5,5,5,3,5,4,3,2,5,5,3,1,5,5,5,3,4,2,5,5,4,4,5,5,48,3,English,1,2,4,5
2,57,65d72683171c098f14a1848a,5,5,5,5,5,3,2,1,5,4,5,4,5,5,5,5,2,1,5,4,5,4,5,5,5,4,1,1,5,5,4,3,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,4,5,4,4,3,5,4,5,5,5,4,4,2,4,2,5,3,5,4,5,4,4,2,5,5,5,4,5,4,5,3,3,2,5,3,2,1,5,5,5,4,4,3,5,4,4,3,5,5,32,2,English ,1,2,6,3
2,58,65e12b49f5dd69dd609a5eaf,5,5,5,5,5,5,4,4,4,4,5,5,5,5,4,4,4,3,5,4,4,4,4,4,5,5,2,2,5,5,4,4,5,5,5,5,4,2,5,5,4,4,5,5,4,4,4,4,5,5,4,4,5,5,5,5,4,4,3,3,5,5,4,4,5,5,5,5,3,3,5,5,5,5,5,5,5,5,3,3,5,5,3,3,5,5,5,5,5,5,5,5,4,4,5,5,27,2,English ,2,2,11,6
2,59,65e15fd24b872be094cb697e,5,5,4,5,4,4,4,1,4,3,3,5,5,5,5,5,3,1,4,2,5,3,5,4,5,5,1,1,5,5,5,5,5,5,5,5,3,3,4,4,5,5,5,4,5,5,5,4,5,4,4,1,5,4,5,5,5,4,2,2,4,4,4,4,5,5,4,3,2,2,4,4,5,5,5,4,5,2,1,1,5,3,4,1,5,3,4,2,4,1,5,4,5,4,5,4,22,1,"English, Mandarin, Spanish",1,2,2,5
2,60,62dc587c7c0dd665ce6c299c,5,5,5,4,5,4,1,1,4,5,5,5,5,5,4,4,2,2,5,5,4,5,5,5,5,5,1,1,5,5,2,3,5,5,5,5,3,1,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,3,3,2,5,5,5,5,5,5,5,4,2,3,4,4,5,5,5,4,5,4,2,2,4,5,4,3,5,5,5,5,4,4,5,5,1,1,5,5,30,1,English,1,2,8,5
2,61,5e5b136d87c7583162ac12d3,5,2,5,4,5,4,5,1,5,5,5,3,4,4,5,4,3,1,5,5,5,4,5,5,5,4,2,1,5,5,4,4,5,4,5,5,4,3,5,4,4,1,5,1,3,3,5,2,5,5,5,3,5,5,5,5,5,2,5,1,4,1,5,2,5,5,5,2,3,1,5,3,5,5,5,5,5,4,2,1,5,5,4,2,5,4,5,2,5,1,5,5,5,1,5,2,35,2,English,1,2,11,5
2,62,5589629dfdf99b72ead88339,5,4,4,5,5,3,5,2,5,4,5,4,5,4,4,4,5,1,5,3,4,3,5,4,5,3,2,2,5,4,5,5,5,5,5,4,5,2,5,4,5,4,5,4,5,5,5,4,4,3,4,2,5,2,4,3,4,2,4,2,4,2,5,2,5,4,4,3,4,1,5,4,4,4,5,2,5,2,2,1,4,2,5,1,5,4,5,2,5,2,5,3,4,2,5,4,45,1,english,1,2,3,5
2,63,610acf4854e2d5c802d22419,5,4,5,5,5,3,4,1,5,4,5,3,5,5,5,5,4,1,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,5,5,5,5,5,3,5,4,5,4,5,5,5,4,4,2,5,5,5,5,5,5,5,5,4,2,5,5,4,1,5,5,5,5,5,2,5,4,2,1,5,5,34,2,English,1,2,7,6
2,64,65bf959e8ad6d86caee43b3a,5,5,5,5,5,5,4,3,5,5,5,3,5,5,4,4,5,4,5,4,5,4,4,3,5,5,4,4,5,5,5,5,5,4,5,5,5,4,5,4,5,4,5,5,5,5,5,4,5,4,5,3,5,4,4,3,4,3,4,3,5,2,5,3,4,3,4,4,5,2,4,4,5,3,4,3,5,4,5,4,5,3,2,1,5,4,4,3,5,4,5,4,4,3,5,5,61,2,English,1,2,9,6
2,65,55d7e6f669dbc30012b6826e,4,3,4,3,5,4,4,4,4,4,4,3,4,4,4,4,2,2,5,4,4,4,5,4,5,5,2,1,5,5,4,4,5,5,4,5,5,4,5,5,5,4,5,5,5,4,5,4,4,4,5,4,5,4,5,5,5,4,4,4,5,4,4,5,5,5,4,4,4,3,5,5,4,4,5,5,4,4,2,2,4,3,4,3,5,5,4,4,5,4,5,4,5,4,5,5,67,2,english,1,2,2,3
2,66,65075adb0ee2f5d45a41aca3,5,4,5,5,5,3,2,1,5,3,4,2,5,4,5,4,2,1,5,4,5,3,5,4,5,5,2,2,5,5,4,4,5,5,5,4,5,4,4,5,3,2,4,5,5,5,5,5,5,4,4,1,5,2,5,3,4,1,3,1,5,3,5,3,5,5,5,2,3,1,4,4,5,4,5,3,5,2,2,2,5,5,2,1,5,3,5,2,3,1,5,3,2,1,5,4,65,2,English,1,2,7,5
2,67,63d7f80401303445721dcd49,5,5,5,5,5,5,3,3,5,5,5,5,4,5,5,5,4,3,5,5,5,4,5,5,5,5,1,1,5,5,5,5,5,5,5,4,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,2,5,4,5,5,5,5,5,5,4,3,5,5,5,3,5,4,5,3,4,2,5,5,3,1,5,5,5,4,5,3,5,5,4,4,5,5,42,1,English ,1,2,12,4
2,68,63614cab87b22b72231c66e0,5,5,5,5,5,5,5,3,5,5,5,3,5,5,5,5,3,2,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,4,5,4,5,4,4,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,4,4,5,5,5,3,5,5,5,4,5,4,5,5,5,4,5,4,26,1,english,1,2,1,1
2,69,5f90581950d8520e8c7d3890,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,3,3,5,5,3,3,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,33,1,English ,1,2,12,6
2,70,5deb638bff7f7126d6fb5142,5,5,5,4,5,3,3,2,5,4,4,3,5,5,5,3,4,2,5,4,5,3,5,4,5,4,3,2,5,4,5,5,5,4,5,5,5,3,5,5,5,4,5,4,5,4,5,4,5,5,4,3,5,4,5,4,5,3,4,2,5,4,5,3,5,4,5,3,4,3,5,4,5,5,5,4,5,3,4,3,5,4,4,1,5,5,5,4,5,3,5,5,5,3,5,4,48,1,English,1,2,6,5
2,71,5a4444fc56ec1100014a29e1,4,3,3,3,3,3,3,4,3,2,4,5,4,4,4,3,3,4,3,2,4,4,4,4,4,4,1,1,3,3,4,4,3,4,4,4,2,2,2,3,3,3,3,3,3,3,4,4,3,2,4,3,4,2,3,2,4,3,3,2,5,5,5,5,5,5,4,3,3,2,4,5,2,1,3,1,4,4,3,3,3,3,4,4,4,4,4,3,4,5,4,3,4,4,4,4,27,1,English,1,2,9,5
2,72,61367d957261b2657eda1cca,5,5,4,4,5,3,4,2,5,3,5,4,5,5,5,3,4,1,5,5,4,3,5,5,5,3,2,1,5,4,5,4,5,5,5,4,4,3,4,3,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,3,4,2,3,2,3,3,5,4,4,3,2,2,3,3,5,4,5,3,4,4,4,3,5,5,2,1,5,3,5,2,5,2,5,4,1,2,4,3,30,2,English,1,2,10,4
2,73,65b0092d46881d2c618705e7,4,2,5,2,4,2,5,5,3,5,4,1,3,4,5,5,5,5,5,3,4,3,3,5,5,5,4,4,4,4,5,4,4,3,5,5,5,5,4,3,5,5,4,5,4,3,3,5,4,1,4,2,5,5,5,4,5,5,4,1,5,1,5,2,5,2,4,3,5,4,5,4,5,3,3,4,5,3,4,2,3,4,5,2,4,5,2,2,5,4,4,5,5,2,4,1,34,2,Enlgish,3,2,5,6
2,74,65556d0f12432ce8e2fb05df,5,5,5,5,5,4,4,2,4,4,4,2,4,5,5,4,3,1,5,3,5,4,5,4,5,4,3,2,5,5,4,5,5,5,5,5,5,3,5,4,3,4,4,3,4,3,4,4,5,5,3,1,5,3,5,3,5,2,4,2,4,3,5,2,5,5,5,2,3,1,5,3,3,5,5,4,5,1,3,1,5,2,3,1,3,2,3,1,3,1,4,1,3,2,5,4,58,2,English,1,2,11,5
2,75,60863e5017b890dbc90d0bfb,5,5,4,3,4,2,1,1,2,5,3,2,4,5,4,3,1,1,4,3,3,3,5,4,2,2,1,1,4,4,4,5,4,3,4,4,5,3,4,5,3,3,5,4,4,4,5,4,4,5,4,2,5,5,2,2,4,2,1,1,3,2,4,5,5,5,3,1,1,1,4,5,5,4,3,2,2,1,2,1,3,5,2,1,5,5,5,3,2,1,4,5,1,2,5,4,21,2,English,1,2,11,3
2,76,60bc2284cfc4b7c2ab9cacdb,5,5,5,5,5,5,1,1,5,5,2,2,5,5,5,5,2,1,5,4,5,4,5,5,5,5,1,2,5,5,4,4,5,5,5,5,4,3,5,5,4,4,5,5,5,5,5,5,5,5,3,3,5,5,5,5,3,3,4,3,5,4,5,5,5,5,5,5,2,2,4,4,5,5,5,5,5,4,3,2,4,5,1,1,5,5,5,4,5,4,5,5,3,3,5,5,48,2,English,1,2,2,3
2,77,5f14ec973c6e2c5783187efa,5,5,5,5,5,4,4,3,5,5,4,3,5,5,5,4,4,3,5,4,5,4,5,4,5,4,2,2,5,5,5,5,5,5,5,5,1,1,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,3,5,3,5,4,5,4,5,5,4,3,4,4,5,4,4,4,5,4,5,4,4,3,5,4,4,3,4,4,5,5,5,4,5,5,4,3,5,4,49,2,English,1,2,12,3
2,78,5c0bd930a822970001a95603,5,5,5,5,5,5,5,2,5,5,2,2,5,5,5,5,3,1,5,5,5,3,5,2,5,5,2,1,5,5,3,2,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,3,1,5,5,5,2,5,3,4,1,5,4,5,4,5,5,5,3,4,1,5,5,5,5,5,5,5,3,3,1,5,4,4,1,5,5,4,3,4,2,5,5,2,2,5,5,39,2,English,1,2,7,3
2,79,6088bc50c879ec7d3024d06e,2,1,4,3,5,3,3,1,3,1,5,2,5,5,5,4,3,1,3,2,5,4,5,5,4,2,1,1,4,2,3,1,4,2,4,2,4,1,2,1,3,1,4,2,4,3,4,3,4,2,5,4,5,3,5,5,3,1,2,1,4,4,5,5,5,5,4,2,3,2,4,4,5,4,5,1,5,2,2,1,3,1,3,1,4,3,4,2,4,1,4,3,1,1,5,3,41,1,English,1,2,1,7
2,80,62e1f3f870894e12168113c5,5,5,5,5,4,3,2,1,5,5,5,5,5,5,5,4,1,1,5,4,4,4,5,5,5,5,1,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,5,5,5,5,5,4,3,4,4,5,5,4,4,5,4,5,5,2,2,5,5,5,5,5,4,2,2,5,5,2,2,5,4,5,5,4,2,5,4,4,3,5,5,33,1,english,1,2,11,5
2,81,63384cd0e6ee61524fca714e,5,5,4,4,5,5,4,3,5,4,5,5,5,5,5,4,5,3,5,5,5,5,5,5,5,3,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,4,4,4,3,5,5,5,5,5,5,4,4,4,3,5,5,5,5,5,5,5,4,4,2,5,5,4,3,5,5,5,5,5,4,5,5,4,3,5,5,73,2,English,2,2,4,3
2,82,62897d2024f826ea90b7efa1,5,2,5,2,5,2,5,2,4,2,5,3,5,4,5,3,5,2,5,3,5,3,5,2,5,4,2,2,5,5,5,5,5,4,5,4,5,4,5,5,5,4,5,4,5,4,5,4,5,3,5,5,5,4,5,4,5,3,4,2,4,4,5,4,5,4,5,4,4,2,5,5,5,3,5,3,5,2,4,2,5,3,5,1,5,3,4,2,4,2,5,3,5,2,4,3,70,2,English,1,2,12,5
2,83,644f162cac2c2b8aa0583b89,5,5,5,5,5,4,5,3,5,4,5,4,3,3,4,4,3,2,5,4,4,4,4,4,5,5,2,1,5,5,5,5,5,5,5,5,5,2,5,5,4,3,5,5,5,4,4,4,5,4,3,1,3,1,3,2,5,5,4,2,5,4,5,4,5,4,5,4,5,4,5,4,4,3,4,2,4,3,3,2,4,3,1,1,5,3,5,4,5,3,4,3,4,2,5,3,54,2,English,1,2,5,2
2,84,5942fb107ccfd00001d3ed7d,3,2,4,3,4,4,3,1,5,4,2,5,5,5,4,3,1,2,4,3,3,2,4,5,4,2,1,1,4,4,5,5,4,4,4,3,4,3,5,5,5,5,4,4,5,5,4,4,4,3,3,3,4,5,5,4,3,2,1,1,4,3,4,2,5,4,4,5,3,2,3,4,4,3,5,4,4,3,2,2,5,5,4,1,5,4,4,1,3,2,2,1,1,2,5,1,68,1,english,4,2,2,3
2,85,6529803fa8425da3fdfe0ff8,5,5,5,4,5,5,5,2,5,5,5,5,5,5,5,5,3,2,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,3,2,5,5,5,5,2,4,5,5,2,5,5,5,2,3,5,5,5,5,5,5,5,5,3,3,5,5,35,3,English,1,2,2,5
2,86,65abd6319d83c7246aa08193,4,4,4,3,4,3,4,3,4,3,4,2,5,5,4,4,2,3,4,3,4,4,4,3,4,3,4,4,5,5,3,2,5,5,4,5,4,3,5,5,5,5,5,5,5,5,5,4,5,5,4,3,5,5,5,5,5,4,3,2,5,4,5,4,5,5,4,4,3,2,5,5,5,4,4,4,4,4,3,3,5,5,4,4,5,4,5,3,5,4,4,4,4,4,5,5,28,1,English,1,2,6,5
2,87,6483b3662d98a34fa389dcd7,5,3,5,2,5,2,4,1,4,2,5,2,5,1,5,1,4,1,5,1,5,1,5,1,5,1,3,1,5,3,5,2,5,1,5,2,5,1,5,4,5,3,5,2,5,2,5,2,5,1,5,2,5,4,5,4,5,4,4,2,4,2,5,4,5,3,5,2,5,2,5,2,5,3,5,2,5,2,3,1,5,3,3,2,5,3,5,1,5,1,5,1,4,2,5,2,51,2,English,1,2,2,3
2,88,656f18a4879aba85a3134f00,5,3,4,3,5,4,5,4,5,5,5,5,5,4,4,2,4,2,4,3,4,3,5,4,4,3,4,2,5,4,4,3,4,3,5,3,4,2,5,4,5,3,4,3,5,5,4,1,5,4,4,1,5,5,5,5,4,3,3,1,5,3,5,3,5,3,4,4,3,2,5,3,5,2,4,2,5,3,2,1,5,3,4,2,4,3,4,2,4,2,5,4,3,1,5,4,34,1,ENGLISH,1,2,12,7
2,89,56272eeeddff3c0011bcdb7e,4,4,5,5,5,5,4,3,4,5,5,5,1,1,5,4,1,1,5,5,5,4,5,5,4,5,1,1,5,5,4,4,5,5,5,5,4,3,4,4,4,4,5,5,4,5,5,5,4,5,5,4,5,4,5,5,4,4,4,2,5,5,5,5,5,4,5,5,4,4,5,4,5,5,5,5,5,5,3,2,5,5,4,4,5,4,5,4,4,4,5,4,2,2,5,5,26,2,english,1,1,4,3
2,90,63d79f4700b0f6f94da70790,5,5,5,5,5,4,2,2,5,4,5,5,5,5,5,4,2,2,5,4,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,4,5,4,5,4,5,4,5,4,5,5,5,4,4,3,5,5,5,5,5,5,5,4,4,2,5,5,5,5,5,5,5,4,4,1,5,4,5,5,5,4,5,4,5,3,5,4,4,4,5,4,25,1,English,1,2,8,3
2,91,65a1ffc87be6e728c2c207c9,5,5,5,5,5,5,2,2,5,5,4,4,5,5,5,5,2,2,5,5,4,4,5,5,5,5,1,1,5,5,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,2,5,5,5,5,5,5,5,5,2,2,5,5,2,2,5,5,5,5,5,3,5,5,2,3,5,5,34,2,English,1,2,3,2
2,92,5994e9b2f9db7d0001895864,5,5,5,3,5,1,4,2,3,1,5,1,5,5,5,5,3,1,5,5,5,4,5,4,5,5,2,1,4,4,5,5,5,3,3,1,5,5,5,5,5,3,5,5,5,5,5,5,5,4,5,1,5,3,5,3,5,2,3,1,4,3,5,3,5,5,5,3,3,1,5,2,5,2,5,3,5,1,3,1,5,1,5,1,5,3,5,4,5,1,5,5,3,1,5,1,39,2,English ,1,2,8,3
2,93,615e1782e969d4939045c54f,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,2,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,4,3,3,4,4,3,2,4,3,4,4,3,3,3,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,3,3,3,4,4,4,4,4,4,32,1,English,1,2,10,5
2,94,632b3017a1169b3aa44c0d66,5,4,4,3,5,3,4,5,5,4,2,4,5,4,4,4,2,2,5,3,5,3,4,3,4,5,1,1,5,5,5,5,5,5,5,5,5,2,5,4,5,4,5,4,5,3,5,5,5,3,5,2,4,2,5,3,4,2,4,2,5,3,5,3,5,5,5,4,4,2,4,2,5,5,5,4,4,4,4,2,5,4,4,2,5,3,5,3,4,2,4,2,2,1,5,4,33,1,,1,2,6,3
2,95,5ebcc573140fea11cf62952c,5,5,4,3,4,4,3,2,3,4,4,3,5,4,4,3,3,2,3,4,3,3,4,3,4,5,2,1,4,4,2,2,4,5,4,4,4,3,4,5,3,4,4,4,4,5,3,4,4,5,3,2,4,3,4,4,4,5,3,3,2,3,3,4,5,4,4,3,2,2,4,4,4,4,4,3,3,2,3,2,4,4,2,1,5,5,4,4,3,3,3,5,2,3,5,5,31,1,English,1,2,12,7
2,96,65b6bb9487ad05cb475fbba5,5,5,5,5,5,5,4,2,5,5,4,4,5,5,5,4,4,2,4,4,5,5,5,5,5,5,2,1,5,5,5,5,5,5,5,5,4,3,5,5,4,4,5,5,5,5,5,5,5,4,4,2,4,3,5,5,4,3,2,2,4,4,5,4,5,5,4,3,4,1,5,5,5,5,5,5,5,4,4,3,5,5,4,3,5,5,5,5,5,4,5,4,4,4,5,5,57,2,English,1,2,5,5
2,97,63052f20afc39e87110eb83e,4,5,4,5,4,4,2,2,5,5,4,5,5,5,4,3,1,1,5,5,4,3,5,5,5,5,1,1,5,5,4,5,5,5,5,5,3,3,3,5,4,5,5,5,4,5,5,4,5,5,4,3,5,3,5,5,4,3,3,2,4,4,5,5,5,5,4,3,2,1,5,5,5,5,5,5,4,3,2,1,4,5,2,3,4,4,4,4,4,3,4,5,4,3,4,5,45,1,English,4,2,9,2
