post_num,domain,length,seeker_post,human_resp_original,ColumnID,Text,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
9,relationship,185,"How do you calm the worries? I'm just now encountering my first serious relationship. I'm sure so many people can relate to the anxiety that comes with being in a legitimate relationship for the first time. I try to be confident but sometimes the anxiety gets the best of me and I start having fear over things like: Will he eventually fall out of love with me? Will he look at me one day and decide he doesn't want me or love me? Will it be something that gradually happens?- cheating. I have heard so many stories and I am terrified. That would absolutely break me. I am terrified of someone else catching his interest & it happening. I know one of his coworkers is really toxic and they had history; I have an irrational fear that she'll try things again once she knows we're serious. I'm just so terrified it holds me back. I've been so confident but as of recent, I just have this fear in my mind of these two things happening. How do you quell your worries about these things? :(","I can see you’re super worried and anxious and you know what, that’s a normal feeling to have when you’re in an invested relationship. In order to calm these worries, communication is key. Talk about your feelings with your partner, and make sure you talk about it in a healthy way (try not to overinvest or incorrectly direct your negative emotions towards them). I’m super neurotic so when it comes to those types of things, I always try to communicate and be as transparent as possible. Talking it out takes out the mental thought rumination that happens in your head. This might not completely quell your worries, but it will likely give you a break. As well, I suggest practicing self-generation of happiness. Being independent and enjoying things beyond your relationship is also very helpful.",mistral_base,"I'm here to listen and offer support. It's normal to have fears and anxieties in a new relationship, especially around the possibility of losing the other person's love or trust. These thoughts can be overwhelming, but remember that every relationship is unique and your partner chose you for a reason. Communication is key. Talking openly about your fears and concerns with your partner can help build trust and strengthen your bond. It's also important to focus on the positive aspects of your relationship and the things that make you feel loved and appreciated. Try practicing self-care and mindfulness techniques to help manage your anxiety and remind yourself of your worth. Remember, it's impossible to predict the future, but you can control how you react to potential challenges. Trust in yourself and your partner, and know that you're not alone in feeling these fears.",1,143,25.67,99,30.98,52.66,15.89,25.17,95.8,69.93,54.55,17.48,11.19,0.7,0,10.49,0,0,6.29,15.38,4.9,0,11.89,8.39,4.9,10.49,0.7,18.18,6.99,0.7,11.89,7.69,2.8,1.4,23.08,0.7,22.38,7.69,3.5,2.8,2.1,0,4.9,2.1,11.89,6.99,4.9,6.29,2.1,4.2,4.2,0,0,0,24.48,10.49,4.9,0,0,0,1.4,13.29,0,0,0,0,0,0,0,0,1.4,0,0,0.7,0.7,0,1.4,1.4,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,4.2,6.99,2.1,0,3.5,0,0.7,1.4,1.4,2.8,7.69,2.1,0,0,0,0,0,14.69,6.29,3.5,0,0,4.2,0.7,0
9,relationship,185,"How do you calm the worries? I'm just now encountering my first serious relationship. I'm sure so many people can relate to the anxiety that comes with being in a legitimate relationship for the first time. I try to be confident but sometimes the anxiety gets the best of me and I start having fear over things like: Will he eventually fall out of love with me? Will he look at me one day and decide he doesn't want me or love me? Will it be something that gradually happens?- cheating. I have heard so many stories and I am terrified. That would absolutely break me. I am terrified of someone else catching his interest & it happening. I know one of his coworkers is really toxic and they had history; I have an irrational fear that she'll try things again once she knows we're serious. I'm just so terrified it holds me back. I've been so confident but as of recent, I just have this fear in my mind of these two things happening. How do you quell your worries about these things? :(","I can see you’re super worried and anxious and you know what, that’s a normal feeling to have when you’re in an invested relationship. In order to calm these worries, communication is key. Talk about your feelings with your partner, and make sure you talk about it in a healthy way (try not to overinvest or incorrectly direct your negative emotions towards them). I’m super neurotic so when it comes to those types of things, I always try to communicate and be as transparent as possible. Talking it out takes out the mental thought rumination that happens in your head. This might not completely quell your worries, but it will likely give you a break. As well, I suggest practicing self-generation of happiness. Being independent and enjoying things beyond your relationship is also very helpful.",gpt_low,"Just relax and stop worrying so much. Everyone gets nervous in a new relationship, but you can't let that control you. If he's going to cheat or leave, there's nothing you can do about it. Just enjoy the relationship while it lasts and don't stress over things you can't control. If you keep thinking about these things, you're going to ruin the relationship with your insecurities. Just be confident and everything will work out fine.",1,75,1.53,94.01,35.01,20.23,12.5,17.33,98.67,80,65.33,21.33,10.67,0,0,9.33,1.33,0,10.67,9.33,4,0,10.67,12,9.33,12,5.33,24,6.67,1.33,10.67,4,1.33,5.33,18.67,4,14.67,1.33,2.67,2.67,4,0,8,0,13.33,6.67,6.67,8,2.67,5.33,5.33,0,0,0,17.33,1.33,0,0,1.33,1.33,0,16,0,0,0,1.33,0,0,0,0,1.33,1.33,0,0,0,0,2.67,2.67,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,4,5.33,0,1.33,4,0,0,0,5.33,0,9.33,6.67,0,0,0,0,0,20,8,4,0,0,8,0,0
9,relationship,185,"How do you calm the worries? I'm just now encountering my first serious relationship. I'm sure so many people can relate to the anxiety that comes with being in a legitimate relationship for the first time. I try to be confident but sometimes the anxiety gets the best of me and I start having fear over things like: Will he eventually fall out of love with me? Will he look at me one day and decide he doesn't want me or love me? Will it be something that gradually happens?- cheating. I have heard so many stories and I am terrified. That would absolutely break me. I am terrified of someone else catching his interest & it happening. I know one of his coworkers is really toxic and they had history; I have an irrational fear that she'll try things again once she knows we're serious. I'm just so terrified it holds me back. I've been so confident but as of recent, I just have this fear in my mind of these two things happening. How do you quell your worries about these things? :(","I can see you’re super worried and anxious and you know what, that’s a normal feeling to have when you’re in an invested relationship. In order to calm these worries, communication is key. Talk about your feelings with your partner, and make sure you talk about it in a healthy way (try not to overinvest or incorrectly direct your negative emotions towards them). I’m super neurotic so when it comes to those types of things, I always try to communicate and be as transparent as possible. Talking it out takes out the mental thought rumination that happens in your head. This might not completely quell your worries, but it will likely give you a break. As well, I suggest practicing self-generation of happiness. Being independent and enjoying things beyond your relationship is also very helpful.",gpt_high,"I hear the depth of your anxiety and it's completely natural to feel this way when stepping into new, meaningful territory. The fear of loss and betrayal can be overwhelming, especially when you've heard stories that fuel these fears. It's clear that you value this relationship deeply and the thought of it being threatened, particularly by someone with a past connection to your partner, is distressing. To manage these worries, communication with your partner is key. Expressing your feelings openly can build trust and understanding. Also, consider exploring the root of these fears, perhaps with a counselor, to strengthen your emotional resilience. Remember, it's okay to feel vulnerable; it's a sign of the genuine care and investment you have in this relationship. Take each day as it comes, and try to focus on the positives you both bring to each other's lives.",1,142,46.83,97.55,46.27,2.07,17.75,26.06,92.25,73.94,54.23,17.61,7.04,0.7,0,6.34,0,0,10.56,17.61,6.34,0,14.08,8.45,4.93,7.04,0,18.31,8.45,2.11,6.34,3.52,0.7,2.11,14.08,0,14.08,7.75,0,2.11,1.41,0.7,0,0.7,11.97,4.23,7.04,5.63,0,4.93,4.93,0,0.7,0,16.2,6.34,2.11,0,1.41,0.7,1.41,9.15,0,0,0,0,0.7,0.7,0,0,1.41,0,0,1.41,0.7,0,0.7,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,1.41,0.7,5.63,11.27,0.7,2.11,5.63,0,1.41,2.11,3.52,2.82,9.15,0,0.7,0,0.7,0,0,17.61,5.63,7.04,0,0,4.23,0.7,0
10,relationship,210,"I lost the love of my life today. thankyou, thankyou for everything and anything, for taking care of me, for worrying bout me, my food, my work, my life. for when youd make me pasta i couldnt stop eating, for when youd ask me if I needed frozen coke, for when youd take me to movies, for all the late night mcdonalds that made us fat, the doghauses, the lake placids, the bike rides, the tasteless coffees, the venza trips, the billie eilish playlists, the family feuds, the game of thrones, for all my smallest and biggest wishes. thankyou for doing it all, for uplifting me, for celebrating me, for holding me when i cried my helplessness out, for standing by me, for saving me and for loving me. thankyou for showing me what love is. Never expected life to give me so much love in your form, thankyou for it all. I will miss you so much , i wish i could keep you forever, hold your hand forever, have your love forever, touch our feets together when we sleep forever. feel you around me when I wake up forever, for this life, for the next life, for the million other lives if they exist. for it all. thankyou.","I’m so sorry for your loss. Are you okay? Do you need someone to talk to? I haven’t been in a scenario where I’ve lost someone who I loved, but if you need an ear to talk to I’m here. I recently lost my childhood dog and the grief that followed was immense. I can’t imagine what you’re feeling right now. I almost started tearing up when reading this to be honest, the way you cataloged your moments together was so sweet. Especially your final sentence of “Thank you.” I sincerely wish you the best. You deserve the best. It appears as if you're handling yourself quite well but oftentimes what we show isn’t what we truly feel.",human,"Are you okay? Do you need someone to talk to? I haven’t been in a scenario where I’ve lost someone who I loved, but if you need an ear to talk to I’m here. I recently lost my childhood dog and the grief that followed was immense. I can’t imagine what you’re feeling right now. I almost started tearing up when reading this to be honest, the way you cataloged your moments together was so sweet. Especially your final sentence of “Thank you.” I sincerely wish you the best. You deserve the best. It appears as if you're handling yourself quite well but oftentimes what we show isn’t what we truly feel. I want you to remember that grieving and feeling everything that you are feeling is a painful yet crucial component when suffering from loss. I’m so sorry for your loss.",1,142,1.41,95.12,70.75,4.1,11.83,22.54,95.07,82.39,63.38,28.17,20.42,7.75,1.41,10.56,0,0,7.75,10.56,4.93,0,8.45,11.27,9.86,7.75,2.11,22.54,7.75,0.7,3.52,2.11,1.41,0,21.83,0.7,21.13,4.23,0,4.93,5.63,2.82,4.93,0.7,9.15,3.52,5.63,3.52,0.7,2.82,0,0,1.41,0,20.42,4.93,1.41,1.41,0,0.7,2.11,15.49,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,0.7,0.7,0,0,0,0,0.7,0,2.11,1.41,0,0,0,0,0,2.11,0,7.75,9.86,0,0,3.52,1.41,0.7,3.52,5.63,7.04,8.45,0.7,0.7,0,0.7,0,0,16.9,7.04,1.41,1.41,0,5.63,1.41,0
10,relationship,210,"I lost the love of my life today. thankyou, thankyou for everything and anything, for taking care of me, for worrying bout me, my food, my work, my life. for when youd make me pasta i couldnt stop eating, for when youd ask me if I needed frozen coke, for when youd take me to movies, for all the late night mcdonalds that made us fat, the doghauses, the lake placids, the bike rides, the tasteless coffees, the venza trips, the billie eilish playlists, the family feuds, the game of thrones, for all my smallest and biggest wishes. thankyou for doing it all, for uplifting me, for celebrating me, for holding me when i cried my helplessness out, for standing by me, for saving me and for loving me. thankyou for showing me what love is. Never expected life to give me so much love in your form, thankyou for it all. I will miss you so much , i wish i could keep you forever, hold your hand forever, have your love forever, touch our feets together when we sleep forever. feel you around me when I wake up forever, for this life, for the next life, for the million other lives if they exist. for it all. thankyou.","I’m so sorry for your loss. Are you okay? Do you need someone to talk to? I haven’t been in a scenario where I’ve lost someone who I loved, but if you need an ear to talk to I’m here. I recently lost my childhood dog and the grief that followed was immense. I can’t imagine what you’re feeling right now. I almost started tearing up when reading this to be honest, the way you cataloged your moments together was so sweet. Especially your final sentence of “Thank you.” I sincerely wish you the best. You deserve the best. It appears as if you're handling yourself quite well but oftentimes what we show isn’t what we truly feel.",gpt_base,"I am so deeply sorry for your loss. The love and gratitude you express for your partner is profoundly moving, and it's clear that they brought an immense amount of joy and love into your life. It's a beautiful thing to have shared such a deep connection with someone, and I can only imagine how much you must be hurting right now. Remember that it's okay to grieve and to feel the full weight of your emotions during this time. Your memories together are a testament to the love you shared, and that love will always be a part of you. Take all the time you need to mourn and to celebrate the life and love you shared. If you ever need someone to talk to, or just a listening ear, please know that I am here for you. Take care of yourself.",1,143,32.96,99,12.9,83.31,17.88,13.99,97.9,79.72,62.24,20.28,12.59,2.1,0,9.79,0,0.7,7.69,16.78,7.69,0,12.59,9.09,5.59,7.69,0,19.58,6.29,4.9,4.2,4.2,0.7,0,13.29,2.1,11.19,3.5,0.7,3.5,2.8,1.4,2.1,1.4,10.49,6.99,2.8,8.39,5.59,2.1,0,0,1.4,0,25.17,11.19,3.5,0.7,0,0,0.7,11.89,0,0,0,0,0,0,0,0,1.4,0.7,0,0,0,0.7,2.1,0,0,0,0,0,0,0,0.7,1.4,0,1.4,0,0.7,0,0,0.7,0,15.38,7.69,0,1.4,3.5,0,1.4,1.4,2.8,3.5,6.99,0.7,0.7,0,0.7,0,0,11.19,5.59,3.5,0,0,2.1,0,0
10,relationship,210,"I lost the love of my life today. thankyou, thankyou for everything and anything, for taking care of me, for worrying bout me, my food, my work, my life. for when youd make me pasta i couldnt stop eating, for when youd ask me if I needed frozen coke, for when youd take me to movies, for all the late night mcdonalds that made us fat, the doghauses, the lake placids, the bike rides, the tasteless coffees, the venza trips, the billie eilish playlists, the family feuds, the game of thrones, for all my smallest and biggest wishes. thankyou for doing it all, for uplifting me, for celebrating me, for holding me when i cried my helplessness out, for standing by me, for saving me and for loving me. thankyou for showing me what love is. Never expected life to give me so much love in your form, thankyou for it all. I will miss you so much , i wish i could keep you forever, hold your hand forever, have your love forever, touch our feets together when we sleep forever. feel you around me when I wake up forever, for this life, for the next life, for the million other lives if they exist. for it all. thankyou.","I’m so sorry for your loss. Are you okay? Do you need someone to talk to? I haven’t been in a scenario where I’ve lost someone who I loved, but if you need an ear to talk to I’m here. I recently lost my childhood dog and the grief that followed was immense. I can’t imagine what you’re feeling right now. I almost started tearing up when reading this to be honest, the way you cataloged your moments together was so sweet. Especially your final sentence of “Thank you.” I sincerely wish you the best. You deserve the best. It appears as if you're handling yourself quite well but oftentimes what we show isn’t what we truly feel.",llama_base,"Oh my goodness, I am so deeply sorry for your loss. Your post is so heartfelt and touching, it's clear that you and your loved one shared an incredibly special bond. Your gratitude for their presence in your life is so moving, and I can feel the depth of your love and appreciation for them. It's okay to feel sad and miss them so much, and it's completely understandable that you wish you could keep them forever. Remember that the love and memories you shared will always be with you, and though it may be difficult to imagine right now, time can heal the pain of loss and bring new joys into your life. Please take care of yourself and remember that I am here to support you in any way I can.",1,133,3.45,99,28.79,95.96,22.17,13.53,96.24,79.7,61.65,23.31,17.29,3.76,0,10.53,0,3.01,6.02,14.29,3.01,0,9.77,11.28,7.52,11.28,0,21.8,6.77,1.5,3.01,3.01,0,0,15.79,1.5,14.29,5.26,0,3.76,1.5,1.5,0.75,2.26,13.53,9.77,3.76,6.02,3.76,1.5,0,0,0.75,0,25.56,8.27,4.51,0.75,0,0,0,15.04,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5,0.75,0.75,0,0,0,0,0,0,0.75,0.75,0,0,0,0,2.26,0,11.28,9.02,0,1.5,4.51,0,0,3.01,3.01,3.01,9.77,2.26,1.5,0,0.75,0.75,0,11.28,4.51,4.51,0,0,2.26,0,0
10,relationship,210,"I lost the love of my life today. thankyou, thankyou for everything and anything, for taking care of me, for worrying bout me, my food, my work, my life. for when youd make me pasta i couldnt stop eating, for when youd ask me if I needed frozen coke, for when youd take me to movies, for all the late night mcdonalds that made us fat, the doghauses, the lake placids, the bike rides, the tasteless coffees, the venza trips, the billie eilish playlists, the family feuds, the game of thrones, for all my smallest and biggest wishes. thankyou for doing it all, for uplifting me, for celebrating me, for holding me when i cried my helplessness out, for standing by me, for saving me and for loving me. thankyou for showing me what love is. Never expected life to give me so much love in your form, thankyou for it all. I will miss you so much , i wish i could keep you forever, hold your hand forever, have your love forever, touch our feets together when we sleep forever. feel you around me when I wake up forever, for this life, for the next life, for the million other lives if they exist. for it all. thankyou.","I’m so sorry for your loss. Are you okay? Do you need someone to talk to? I haven’t been in a scenario where I’ve lost someone who I loved, but if you need an ear to talk to I’m here. I recently lost my childhood dog and the grief that followed was immense. I can’t imagine what you’re feeling right now. I almost started tearing up when reading this to be honest, the way you cataloged your moments together was so sweet. Especially your final sentence of “Thank you.” I sincerely wish you the best. You deserve the best. It appears as if you're handling yourself quite well but oftentimes what we show isn’t what we truly feel.",mistral_base,"I'm so sorry for your loss. Your heartfelt words speak volumes about the depth of your love and the impact they had on your life. It's clear that your partner brought joy, comfort, and support into your world. Grief can be a difficult and overwhelming experience, but remember that the love you shared will always be a cherished memory. Take care of yourself during this time, and know that it's okay to feel sadness and miss them deeply. They will always hold a special place in your heart.",1,88,20.83,99,27.18,73.53,14.67,15.91,97.73,77.27,55.68,21.59,14.77,1.14,0,10.23,0,3.41,6.82,19.32,6.82,0,10.23,10.23,4.55,7.95,0,21.59,7.95,2.27,3.41,3.41,0,0,11.36,2.27,9.09,3.41,1.14,1.14,0,0,1.14,2.27,14.77,9.09,5.68,9.09,5.68,3.41,1.14,0,2.27,0,27.27,11.36,4.55,0,0,0,2.27,13.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0,0,0,0,0,0,0,0,0,0,1.14,0,0,0,0,1.14,0,12.5,7.95,0,1.14,5.68,0,0,1.14,3.41,4.55,5.68,2.27,1.14,0,1.14,0,0,14.77,6.82,4.55,0,0,3.41,0,0
10,relationship,210,"I lost the love of my life today. thankyou, thankyou for everything and anything, for taking care of me, for worrying bout me, my food, my work, my life. for when youd make me pasta i couldnt stop eating, for when youd ask me if I needed frozen coke, for when youd take me to movies, for all the late night mcdonalds that made us fat, the doghauses, the lake placids, the bike rides, the tasteless coffees, the venza trips, the billie eilish playlists, the family feuds, the game of thrones, for all my smallest and biggest wishes. thankyou for doing it all, for uplifting me, for celebrating me, for holding me when i cried my helplessness out, for standing by me, for saving me and for loving me. thankyou for showing me what love is. Never expected life to give me so much love in your form, thankyou for it all. I will miss you so much , i wish i could keep you forever, hold your hand forever, have your love forever, touch our feets together when we sleep forever. feel you around me when I wake up forever, for this life, for the next life, for the million other lives if they exist. for it all. thankyou.","I’m so sorry for your loss. Are you okay? Do you need someone to talk to? I haven’t been in a scenario where I’ve lost someone who I loved, but if you need an ear to talk to I’m here. I recently lost my childhood dog and the grief that followed was immense. I can’t imagine what you’re feeling right now. I almost started tearing up when reading this to be honest, the way you cataloged your moments together was so sweet. Especially your final sentence of “Thank you.” I sincerely wish you the best. You deserve the best. It appears as if you're handling yourself quite well but oftentimes what we show isn’t what we truly feel.",gpt_low,"Hey, I saw your message. That's rough, losing someone you care about. But hey, life goes on, right? You'll get over it eventually. Everyone goes through breakups or losses. Just try to keep yourself busy, maybe find a new hobby or hang out with friends. It's important not to dwell on the past too much. And remember, there are plenty of other people out there. You'll find someone new in no time. Just give it some time and you'll see that things will get better.",1,85,18.81,87.81,92.05,75.21,8.5,12.94,96.47,87.06,57.65,18.82,8.24,1.18,0,7.06,0,0,10.59,10.59,2.35,0,14.12,8.24,9.41,5.88,2.35,25.88,9.41,4.71,4.71,1.18,3.53,0,16.47,2.35,14.12,3.53,0,1.18,5.88,0,5.88,1.18,12.94,8.24,4.71,0,0,0,0,0,0,0,18.82,5.88,1.18,0,0,0,3.53,11.76,0,1.18,0,0,0,0,0,0,1.18,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35,0,1.18,0,0,1.18,0,21.18,16.47,0,2.35,8.24,2.35,0,1.18,5.88,3.53,7.06,5.88,2.35,2.35,0,0,0,24.71,10.59,7.06,1.18,0,5.88,0,0
10,relationship,210,"I lost the love of my life today. thankyou, thankyou for everything and anything, for taking care of me, for worrying bout me, my food, my work, my life. for when youd make me pasta i couldnt stop eating, for when youd ask me if I needed frozen coke, for when youd take me to movies, for all the late night mcdonalds that made us fat, the doghauses, the lake placids, the bike rides, the tasteless coffees, the venza trips, the billie eilish playlists, the family feuds, the game of thrones, for all my smallest and biggest wishes. thankyou for doing it all, for uplifting me, for celebrating me, for holding me when i cried my helplessness out, for standing by me, for saving me and for loving me. thankyou for showing me what love is. Never expected life to give me so much love in your form, thankyou for it all. I will miss you so much , i wish i could keep you forever, hold your hand forever, have your love forever, touch our feets together when we sleep forever. feel you around me when I wake up forever, for this life, for the next life, for the million other lives if they exist. for it all. thankyou.","I’m so sorry for your loss. Are you okay? Do you need someone to talk to? I haven’t been in a scenario where I’ve lost someone who I loved, but if you need an ear to talk to I’m here. I recently lost my childhood dog and the grief that followed was immense. I can’t imagine what you’re feeling right now. I almost started tearing up when reading this to be honest, the way you cataloged your moments together was so sweet. Especially your final sentence of “Thank you.” I sincerely wish you the best. You deserve the best. It appears as if you're handling yourself quite well but oftentimes what we show isn’t what we truly feel.",gpt_high,"I am deeply moved by the outpouring of love and gratitude you've shared. It's clear that you've experienced a profound connection and the loss feels immeasurable. The way you cherish every little moment, from the shared meals to the simple joy of touching feet as you sleep, speaks volumes about the depth of your bond. It's as if you're expressing a heartfelt thank you for a love that has deeply shaped who you are. I can only imagine the void that their absence has left in your life, and I want you to know that it's okay to feel this immense grief. Your desire to hold onto that love forever is a testament to its transformative power. Please know that you're not alone in this, and it's okay to lean on others for support as you navigate through this incredibly difficult time. Your love story is a beautiful one, and I'm here to listen and support you in any way you need.",1,162,38.62,98.41,23.82,98.09,20.25,14.81,94.44,75.93,58.64,22.84,13.58,2.47,0,9.88,0,0.62,9.26,18.52,7.41,0.62,14.81,9.88,3.09,6.17,0.62,19.14,8.02,3.7,2.47,1.85,0,0.62,10.49,1.23,9.26,3.09,0,2.47,1.23,0.62,1.85,0,11.11,8.64,1.85,5.56,4.32,0.62,0,0,0.62,0,20.99,8.02,3.09,1.23,0,0,1.23,11.11,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0.62,1.85,0,0,0,0,0,0,0.62,0,0.62,1.23,0,0.62,0,0,0,0.62,0,9.88,10.49,0.62,0.62,7.41,0,0.62,1.85,1.23,3.09,10.49,0,1.23,0,1.23,0,0,13.58,4.94,3.09,0,0,5.56,0,0
11,relationship,239,"I love my girl so much. Yesterday, I was helping an old man in our apartment complex while my Girlfriend was housesitting for a friend on the other side of town. As I was entering the complex with him carrying the furniture he needed assistance with. My back seized up, and I almost fell down with the furniture. It hurt to move. Even Hurt to breath. It was an intense pain all through my back. I powered through, made it up into our apartment and found the bed. She called me and asked what happened because she's seen me on the video doorbell and I looked like I was in pain, I explained and she quickly rushed 20 minutes back out to our apartment. She got me a heating pad, fed me pain medicine, massaged my back, even helped me get to the bathroom, and got me food and drink when I needed it. She stayed with me almost the whole evening, (she had to go back to where she was housesitting)I CRIED. So much. I felt so weak and powerless and she cared for me so easily, so naturally. She made sure I was okay, and even with my pained range of motion could easily grab the tv remote or whatever so I wouldn't be bored or thirsty/hungry. She's an absolute goddess. And I needed to share that. Thankfully, the pain subsided and I'm feeling totally fine today!","Wow, your feelings about your girlfriend are clear as day, I can totally see passionate gratitude coming off you right now. During the first half of the story I was seriously concerned about what happened. But, hearing about how quick your Girlfriend was to reach out, quickly be there and proactively take care of your needs was so CUTE! The way you talk about your girlfriend feels so genuine and loving, it feels really infectious that makes me feel warm and fuzzy. I truly wish more great things for you and your loved ones.",human,"Wow, your feelings about your girlfriend are clear as day, I can totally see passionate gratitude coming off you right now. During the first half of the story I was seriously concerned about what happened. But, hearing about how quick your Girlfriend was to reach out, quickly be there and proactively take care of your needs was so CUTE! The way you talk about your girlfriend feels so genuine and loving, it feels really infectious that makes me feel warm and fuzzy. I truly wish more great things for you and your loved ones. Being vulnerable with your partner is never something you should worry about. It is likely the biggest strength that I hope you continue to do. The support yall have for each is so lovely. Cherish every moment yall spend together.",1,134,9.86,99,37.86,99,14.89,17.91,98.51,83.58,60.45,19.4,14.18,3.73,0,10.45,0,0,5.22,13.43,3.73,0.75,11.94,9.7,12.69,6.72,0.75,21.64,11.19,4.48,7.46,5.97,0,1.49,17.16,1.49,15.67,4.48,1.49,3.73,2.24,2.99,0.75,0,12.69,10.45,0.75,5.97,3.73,0.75,0.75,0,0,0,19.4,5.22,3.73,0,0,0,1.49,14.18,1.49,2.24,2.24,0,0,0,0,0,0.75,0,0,0,0.75,0,0.75,0.75,0.75,0,0,0,0,0,0,0.75,1.49,0.75,0,0,0,0,0,0,7.46,8.96,0,1.49,3.73,0.75,0.75,3.73,5.97,2.99,8.96,1.49,0.75,0,0,0,0.75,10.45,5.97,3.73,0,0.75,0,0,0
11,relationship,239,"I love my girl so much. Yesterday, I was helping an old man in our apartment complex while my Girlfriend was housesitting for a friend on the other side of town. As I was entering the complex with him carrying the furniture he needed assistance with. My back seized up, and I almost fell down with the furniture. It hurt to move. Even Hurt to breath. It was an intense pain all through my back. I powered through, made it up into our apartment and found the bed. She called me and asked what happened because she's seen me on the video doorbell and I looked like I was in pain, I explained and she quickly rushed 20 minutes back out to our apartment. She got me a heating pad, fed me pain medicine, massaged my back, even helped me get to the bathroom, and got me food and drink when I needed it. She stayed with me almost the whole evening, (she had to go back to where she was housesitting)I CRIED. So much. I felt so weak and powerless and she cared for me so easily, so naturally. She made sure I was okay, and even with my pained range of motion could easily grab the tv remote or whatever so I wouldn't be bored or thirsty/hungry. She's an absolute goddess. And I needed to share that. Thankfully, the pain subsided and I'm feeling totally fine today!","Wow, your feelings about your girlfriend are clear as day, I can totally see passionate gratitude coming off you right now. During the first half of the story I was seriously concerned about what happened. But, hearing about how quick your Girlfriend was to reach out, quickly be there and proactively take care of your needs was so CUTE! The way you talk about your girlfriend feels so genuine and loving, it feels really infectious that makes me feel warm and fuzzy. I truly wish more great things for you and your loved ones.",gpt_base,"It's truly heartwarming to hear about the care and love your girlfriend showed you in your time of need. Experiencing such intense pain can be incredibly overwhelming, and having someone there to support you through it can make all the difference. It's clear that she deeply cares for you and was willing to go the extra mile to ensure your comfort and well-being. Her actions speak volumes about her character and the strength of your relationship. It's wonderful that you're feeling better now, and I hope you take the time to fully recover. Remember, showing vulnerability and accepting help isn't a sign of weakness; it's a part of being human and allows us to connect more deeply with those we love. Cherish these moments and the bond you share. Take care!",1,131,27.55,99,1.54,99,16.38,22.14,93.89,76.34,57.25,19.85,12.21,0.76,1.53,7.63,2.29,0,7.63,16.03,6.11,0,12.21,9.16,6.11,6.87,0.76,20.61,6.11,4.58,8.4,5.34,0,3.05,12.98,0.76,12.21,2.29,1.53,3.05,1.53,2.29,2.29,0.76,13.74,11.45,2.29,6.87,5.34,1.53,0.76,0,0,0,22.9,7.63,3.82,0,0,0,0.76,14.5,0,0.76,3.05,0,0,0,0,0,0,0,0,0,0,0,3.05,3.05,2.29,0.76,0,0,0,0,0,0.76,0.76,2.29,0,1.53,0,0,0.76,0,7.63,7.63,0.76,0.76,3.82,1.53,0.76,0.76,1.53,2.29,7.63,0.76,0,0,0,0,0,14.5,5.34,2.29,0,0.76,4.58,1.53,0
