GroupID,SubjectNum,ProlificID,s1_human_app,s1_human_emp,s1_gptbase_app,s1_gptbase_emp,s1_llama_app,s1_llama_emp,s1_mistral_app,s1_mistral_emp,s1_gptlow_app,s1_gptlow_emp,s1_gpthigh_app,s1_gpthigh_emp,s2_gptbase_app,s2_gptbase_emp,s2_llama_app,s2_llama_emp,s2_mistral_app,s2_mistral_emp,s2_gptlow_app,s2_gptlow_emp,s2_gpthigh_app,s2_gpthigh_emp,s2_human_app,s2_human_emp,s3_llama_app,s3_llama_emp,s3_mistral_app,s3_mistral_emp,s3_gptlow_app,s3_gptlow_emp,s3_gpthigh_app,s3_gpthigh_emp,s3_human_app,s3_human_emp,s3_gptbase_app,s3_gptbase_emp,s4_mistral_app,s4_mistral_emp,s4_gptlow_app,s4_gptlow_emp,s4_gpthigh_app,s4_gpthigh_emp,s4_human_app,s4_human_emp,s4_gptbase_app,s4_gptbase_emp,s4_llama_app,s4_llama_emp,s5_gptlow_app,s5_gptlow_emp,s5_gpthigh_app,s5_gpthigh_emp,s5_human_app,s5_human_emp,s5_gptbase_app,s5_gptbase_emp,s5_llama_app,s5_llama_emp,s5_mistral_app,s5_mistral_emp,s6_gpthigh_app,s6_gpthigh_emp,s6_human_app,s6_human_emp,s6_gptbase_app,s6_gptbase_emp,s6_llama_app,s6_llama_emp,s6_mistral_app,s6_mistral_emp,s6_gptlow_app,s6_gptlow_emp,s7_human_app,s7_human_emp,s7_gptbase_app,s7_gptbase_emp,s7_llama_app,s7_llama_emp,s7_mistral_app,s7_mistral_emp,s7_gptlow_app,s7_gptlow_emp,s7_gpthigh_app,s7_gpthigh_emp,age,gender,native language,english,hispanic,income,education
1,61,601750d7a0361e9a5e4fdc56,4,3,5,5,5,2,4,5,3,1,5,5,5,5,4,5,5,5,3,1,5,5,2,2,5,4,4,4,2,1,5,5,4,4,5,5,5,5,2,1,5,5,4,3,5,5,4,5,3,1,5,5,4,4,5,2,5,5,4,3,5,4,4,4,4,4,5,5,4,4,3,1,5,5,5,5,4,4,5,5,3,2,4,4,46,2,English,2,2,8,6
1,62,63bc87f783afb5aed2c937d2,5,4,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,4,2,5,5,4,5,5,3,5,4,4,2,5,5,5,5,5,5,5,5,4,3,5,5,5,4,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,2,5,4,5,4,5,5,5,5,4,2,5,5,26,1,English,1,2,8,3
1,63,659c055cbfece76fed7304eb,5,3,5,4,5,4,5,3,4,2,5,4,5,4,5,5,5,5,4,1,5,5,2,1,5,3,5,3,4,1,5,5,5,4,5,4,5,5,5,4,3,3,4,3,5,4,4,3,5,3,5,5,5,4,5,4,5,5,5,4,5,4,5,4,5,4,5,4,5,4,3,2,5,4,5,4,5,5,5,4,3,2,5,4,63,1,English,1,2,6,2
1,64,5ef8dcdad9a3d864a1dea285,4,4,5,5,5,3,4,5,5,2,4,3,4,5,5,5,5,5,5,3,5,5,4,1,5,3,5,5,5,3,5,5,5,4,5,5,5,5,5,3,5,4,5,1,5,5,4,3,5,3,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,4,5,5,37,2,English,1,2,8,5
1,65,644153e98cfd7f44f61c1d1c,5,3,4,4,5,5,4,4,4,4,4,3,4,2,4,2,5,4,3,1,5,5,1,1,4,2,4,2,1,5,2,2,4,3,5,4,4,4,2,1,4,2,3,1,3,2,3,2,3,1,4,2,4,4,5,4,5,5,4,4,4,4,5,5,5,5,5,5,4,2,3,1,4,3,5,5,5,4,4,2,3,2,4,2,48,2,English ,1,2,5,4
1,66,65396e0fea695094030f508b,4,3,5,3,5,4,4,4,5,3,5,3,4,3,5,3,4,4,3,1,4,3,3,2,4,4,5,4,4,2,5,5,5,4,4,2,4,3,2,2,4,2,4,3,4,4,4,4,2,1,5,5,5,4,4,5,4,5,4,4,4,4,4,4,4,4,5,5,4,3,2,1,4,4,4,4,4,3,4,4,2,1,4,4,63,2,English,1,2,5,6
1,67,615993153e17441c2e8d6c92,5,3,5,3,5,3,5,3,4,1,4,3,2,2,4,2,2,2,5,1,3,3,2,2,4,3,2,2,3,1,3,4,4,3,4,3,4,3,3,1,2,2,5,4,3,1,2,2,4,1,4,4,5,5,4,3,3,3,5,4,4,4,2,3,4,3,4,3,3,3,3,1,4,4,3,3,1,3,3,3,3,1,2,3,39,2,english,1,2,5,4
1,68,631fd12cab0b639506214b7b,4,3,3,2,4,4,5,4,3,2,4,4,5,5,4,2,5,5,5,2,5,5,4,3,5,2,4,4,3,1,5,4,3,1,4,4,4,5,3,2,5,4,5,3,4,3,4,4,2,1,5,4,5,4,5,3,5,3,4,3,5,5,5,3,5,4,4,3,4,2,2,1,5,4,5,4,4,3,5,3,2,2,5,4,39,1,English,1,2,11,5
1,69,6272ae90bcc3709d723d1d2b,2,1,5,5,5,3,4,3,5,1,4,5,5,4,4,4,4,3,1,1,5,4,1,1,5,5,4,2,2,1,4,5,4,4,5,4,5,5,1,1,5,5,4,1,5,5,5,3,1,1,5,3,4,2,5,2,5,3,5,3,5,5,5,3,5,4,5,3,5,3,4,1,4,5,5,4,2,2,5,4,2,2,5,4,59,2,English,1,2,11,4
1,70,65abe6e3a3cfc6aff384308d,5,4,5,4,5,4,5,5,3,1,5,5,5,5,5,5,5,5,5,1,5,5,4,4,5,5,5,4,2,1,5,5,4,5,5,5,5,5,1,1,5,5,5,2,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,4,5,5,5,3,2,1,5,5,5,5,5,5,5,4,4,3,5,5,31,2,English ,1,2,8,2
1,71,607c9f94cc974d4ea1dc22c8,4,4,5,5,5,4,5,2,5,1,5,5,5,5,5,5,5,3,4,1,5,5,3,3,5,5,5,4,4,1,5,5,4,4,5,5,5,4,3,1,5,5,5,3,5,5,5,4,3,1,5,5,5,5,5,5,5,4,5,3,5,5,4,2,5,5,5,4,5,4,4,1,5,5,5,5,5,5,5,4,3,1,5,5,67,1,English,1,2,3,3
1,72,6483f9ebf7986bdbdbc0598c,4,4,5,5,5,5,5,4,4,2,5,5,3,1,2,2,3,4,1,1,5,5,1,2,5,4,5,3,2,2,5,5,4,5,5,5,5,5,1,1,5,5,3,4,5,5,5,5,3,2,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,4,4,3,1,4,5,5,5,5,5,5,3,1,1,5,5,59,2,english,1,2,7,5
1,73,5dd2c24718beb62c404d5099,4,4,4,4,4,3,4,3,3,2,3,3,4,3,2,2,3,3,2,1,4,4,3,3,4,4,4,3,2,1,3,4,2,2,4,4,4,4,3,1,4,4,4,1,4,3,4,3,4,3,3,4,2,3,4,4,2,4,4,4,4,3,3,3,4,4,4,4,3,3,2,1,3,3,4,4,3,4,3,4,2,1,4,4,72,1,American,1,2,11,5
1,74,5b745fb794c93d00010fc4c6,5,2,4,2,5,2,4,3,4,1,5,4,4,3,3,2,4,3,4,1,5,5,2,1,4,2,4,2,1,1,4,4,4,3,4,3,3,3,2,1,4,3,2,1,4,3,4,3,2,1,4,3,5,4,4,4,4,3,4,3,4,3,4,2,5,3,4,3,4,2,2,1,4,3,5,3,3,2,3,2,3,1,3,3,48,1,English,1,2,1,5
1,75,60171c9b1a726593103182b3,5,2,5,3,4,2,4,2,4,2,5,4,5,4,2,4,5,4,4,1,4,5,1,2,5,5,4,2,3,1,3,2,2,3,4,4,5,5,4,1,4,3,4,2,5,3,5,4,3,1,5,4,4,3,5,2,5,4,4,4,5,5,4,2,5,4,5,5,5,2,5,1,5,5,5,4,5,4,4,4,4,4,4,5,50,1,English,1,2,10,3
1,76,63b6e5e23b31a38790ff1ce2,5,2,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,4,3,2,1,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,3,1,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,2,5,5,44,2,English ,1,2,3,2
1,77,5d11e762cc2d290016bc2364,5,2,5,2,5,2,4,2,4,1,5,3,5,4,2,1,5,2,4,1,3,4,2,1,4,3,4,2,3,1,3,4,4,5,4,3,4,3,2,1,4,3,3,2,5,4,5,4,3,1,5,5,4,4,4,4,5,4,5,4,5,4,5,4,5,3,5,5,4,4,2,1,3,4,4,5,4,5,5,4,5,3,3,5,26,1,,1,2,7,2
1,78,5842fc63bd63a400010f6ae7,2,1,5,5,5,5,5,5,2,1,5,5,5,5,5,5,5,5,2,1,5,5,4,3,5,5,5,5,1,1,5,5,3,3,5,5,5,5,2,1,5,5,2,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,5,5,5,5,5,5,5,5,1,1,5,5,51,2,English ,1,2,7,6
1,79,65c148655295b8e77b29eb80,4,2,5,3,5,4,4,3,4,1,5,5,5,5,5,3,5,4,4,1,5,4,1,1,5,4,4,4,1,1,4,4,2,2,5,4,5,3,1,1,4,3,4,3,4,4,2,4,2,1,5,5,4,4,5,4,4,3,4,3,4,3,4,2,4,2,5,4,5,3,4,1,4,4,5,5,5,4,5,4,2,1,4,4,35,2,English ,1,2,6,5
1,80,5f9b7861ba641d39dfde5fa3,5,4,5,5,5,5,5,4,5,3,5,4,5,5,5,5,5,5,5,2,5,5,4,1,5,5,5,4,5,1,5,5,5,4,5,5,5,5,4,1,5,5,5,5,5,5,5,4,4,3,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,4,4,2,5,5,33,1,English,3,2,2,2
1,81,5a6fd0626923df0001ef977b,3,2,5,3,5,2,5,2,4,1,5,3,5,4,2,2,5,3,3,1,5,4,3,2,5,3,3,2,3,1,5,4,4,4,5,4,5,4,1,1,4,4,2,1,5,4,5,4,2,1,5,3,4,3,5,2,4,3,5,4,5,4,4,2,5,3,5,4,5,2,3,1,2,4,5,3,4,4,5,2,2,2,4,3,36,3,English,1,1,2,5
1,82,63d04c8f58e32ead9ae4c89b,4,2,5,4,5,2,4,2,4,1,5,4,5,3,2,1,5,3,5,3,5,4,3,2,4,3,5,4,4,2,5,4,3,2,5,4,4,3,5,2,5,4,5,3,5,4,5,4,3,2,5,4,5,3,5,4,5,4,2,3,4,3,4,2,5,2,5,3,5,3,4,1,5,5,5,4,5,4,5,3,4,2,5,4,73,1,english,1,2,5,2
1,83,5c330cefca23620001b262b1,3,3,4,4,4,3,4,3,3,2,4,4,5,4,4,4,4,4,2,1,4,4,2,2,5,4,4,4,2,1,4,4,3,3,4,4,5,4,2,1,4,2,4,3,5,4,4,2,5,3,3,5,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,5,5,4,4,3,2,4,2,2,1,5,5,58,2,Engish,1,2,3,3
1,84,5e5e623737be5e1762ad4418,4,4,5,2,4,3,2,1,3,3,3,3,3,4,3,2,4,3,4,4,4,3,4,4,5,4,4,3,4,3,3,3,2,1,5,3,1,1,1,1,1,1,3,2,4,3,3,4,3,4,5,4,3,4,4,4,3,2,3,2,3,4,4,3,4,3,2,2,3,2,4,4,3,3,5,4,4,5,5,5,3,3,3,1,23,,English,1,2,10,6
1,85,629e5d789a6c92c8fbf8df95,4,3,4,4,4,3,4,3,4,5,4,4,4,4,4,4,4,4,4,3,4,4,2,3,4,4,4,3,5,3,5,5,4,4,4,4,4,5,2,1,4,3,4,3,4,3,4,3,2,1,5,5,5,5,4,4,4,5,4,4,5,4,5,5,4,3,4,4,5,5,4,4,5,5,5,4,5,4,4,4,2,1,4,4,26,1,English,1,2,7,6
1,86,6151f8d17451289b4a59a6a8,5,4,5,5,4,3,4,3,4,3,5,5,5,4,5,5,4,4,3,3,4,4,3,3,5,5,4,4,4,3,5,5,4,4,4,4,5,5,3,3,5,5,5,4,5,5,5,4,3,2,5,5,4,4,5,5,5,4,4,4,5,5,4,4,5,4,5,5,4,3,4,3,4,4,5,4,5,5,4,4,4,4,5,4,83,1,english,1,2,2,6
1,87,60c381c26357c51532f1b378,5,4,5,5,5,5,5,3,5,2,5,5,5,5,5,4,5,5,5,3,5,5,2,5,5,5,5,5,2,1,5,5,2,5,5,5,5,5,3,1,5,5,4,5,5,5,5,5,3,2,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,2,1,3,4,5,5,5,5,5,5,3,2,5,5,22,2,English,1,2,1,2
1,88,648c815013ff60a0d783f986,4,5,2,5,4,2,2,1,3,4,4,3,2,4,5,4,4,3,3,4,3,3,2,3,4,4,4,3,2,3,4,3,4,5,3,3,2,3,5,5,3,4,3,4,4,4,3,5,3,2,3,4,4,3,4,5,3,3,5,2,2,1,2,4,3,4,2,3,4,3,2,2,4,5,3,2,4,5,3,4,2,2,4,1,66,1,English,1,2,6,5
1,89,59c86f966a287600011c393e,4,3,5,4,4,4,4,3,4,3,4,4,5,5,4,4,5,4,4,2,5,5,5,5,5,4,5,4,2,2,4,5,4,5,5,5,2,3,4,2,4,4,5,4,4,3,4,5,2,1,5,5,4,4,4,3,4,4,5,4,4,4,4,5,5,4,4,5,5,4,4,2,5,5,5,5,5,5,5,5,4,3,4,5,55,1,English,1,2,1,3
1,90,5dc807ff27a267592c6129f5,5,2,3,2,4,2,4,2,5,1,3,2,3,2,4,3,4,3,3,1,2,3,5,4,4,1,3,2,5,1,4,3,5,5,4,4,2,2,4,2,2,2,5,3,3,2,5,3,1,1,4,3,5,4,4,3,5,4,4,2,4,1,4,4,4,1,5,4,5,3,4,1,5,5,3,2,2,2,4,3,2,1,4,3,48,2,Engllish,1,2,7,5
1,91,6435816b3f5be1197802bcd5,4,4,4,4,4,4,4,3,4,3,4,4,5,5,4,5,4,4,4,3,4,3,2,1,5,4,5,4,2,2,4,5,3,3,4,4,4,3,2,1,4,5,4,3,5,5,5,5,4,3,5,5,4,5,4,4,4,4,5,5,5,5,5,4,5,4,5,5,5,4,3,3,5,5,4,5,4,4,4,4,3,2,4,3,49,2,English,1,2,11,4
1,92,6157c19fb6a876658eba2229,4,3,4,3,4,4,4,3,5,2,5,3,5,4,5,5,4,3,4,2,5,3,2,3,4,4,4,3,5,2,2,5,4,3,4,4,5,3,2,4,5,5,4,3,4,5,4,5,4,4,5,5,5,5,5,5,5,5,5,4,5,5,3,3,4,3,4,4,4,3,3,2,4,5,5,5,4,4,4,4,2,2,4,3,51,1,english,1,2,1,3
1,93,61078437ae8c522085b8c914,2,1,4,3,4,4,4,5,2,1,4,2,5,5,2,2,5,5,2,1,4,5,2,3,5,4,4,5,2,1,1,5,1,3,4,5,5,5,1,1,5,4,2,1,4,3,5,4,2,1,5,5,2,4,5,5,4,5,4,4,5,3,4,3,5,5,5,5,5,3,1,1,4,5,5,4,4,3,4,4,1,1,2,3,56,2,english,1,2,12,6
1,94,5fdca41ecb769722e2266d8a,4,4,5,5,5,5,5,4,5,3,5,5,5,5,4,5,4,4,4,3,5,5,4,4,5,5,4,4,3,3,5,5,4,4,5,5,5,5,2,1,5,5,3,2,5,5,5,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,4,5,5,4,4,2,1,5,5,5,5,4,5,5,5,3,2,5,5,58,2,english,1,2,3,3
1,95,641386b1cb9a9c1e3569d4ee,2,1,5,3,5,2,5,3,5,3,5,5,5,4,5,5,5,4,5,4,5,3,4,4,5,4,5,4,4,1,5,5,5,5,5,5,5,5,5,2,5,4,5,3,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,4,5,5,5,4,5,2,5,5,5,5,5,5,5,5,5,3,5,4,52,2,english,1,2,12,3
1,96,5f021596d7625c0b8e1e2af5,3,2,4,4,5,5,5,4,3,1,5,4,5,5,4,3,5,4,2,1,5,5,1,1,5,4,4,3,1,1,4,5,4,5,5,5,4,4,2,1,5,5,2,2,4,5,5,4,2,1,5,5,5,5,5,4,5,5,3,3,5,5,4,4,5,5,5,4,4,3,3,1,4,5,5,5,3,4,4,5,2,2,5,5,40,2,Ennglish,1,2,8,5
